"price","size_sqft","lot_sqft","bedrooms","bathrooms","year_built","year_renovated","renovated","condition","location_quality","dist_center_km","crime_rate","school_rating","has_pool","garage_cars","waterfront"
19558900,3323,8561,4,2.5,2000,2024,"Yes","Excellent","High",6.62,14.5,8,"Yes",4,"No"
10114000,1675,3819,3,3,2013,2021,"Yes","Good","Medium",16.95,54.1,8,"No",1,"No"
8565100,1494,5092,3,1.5,1934,NA,"No","Poor","Low",34.84,65.3,5,"No",2,"No"
5930100,1063,3286,1,1,1932,NA,"No","Fair","Low",22.59,79.7,7,"No",2,"No"
24769800,1472,4143,4,3.5,1997,2018,"Yes","Excellent","Low",27.89,51.7,4,"No",0,"No"
51959600,2930,10691,3,2.5,2009,2016,"Yes","Good","High",9.57,39.3,8,"Yes",3,"No"
6705300,2292,6222,5,3.5,1976,NA,"No","Fair","Medium",20.36,39.3,7,"No",0,"No"
19935600,1738,3750,4,3.5,2014,2024,"Yes","Excellent","High",5.28,17.5,10,"Yes",3,"No"
9177400,2992,8375,3,3,1987,2004,"Yes","Excellent","High",8.66,41.3,6,"Yes",4,"No"
74367400,1887,5258,4,2.5,1965,1971,"Yes","Good","Low",32.59,54.1,6,"Yes",2,"No"
164337400,3063,7031,4,3.5,2007,2012,"Yes","Good","Premium",3.61,8.7,10,"Yes",3,"No"
3502200,924,2970,3,3,1938,NA,"No","Fair","Low",32.48,70,7,"No",0,"No"
2973300,600,2000,3,2,2013,NA,"No","Fair","Medium",10.33,71.2,7,"No",2,"No"
1866700,1288,4025,2,2,1969,NA,"No","Poor","Medium",19.94,42,7,"No",0,"No"
16149600,3909,12166,4,3,1996,2004,"Yes","Good","High",8.56,27.1,8,"No",3,"No"
19769400,992,2398,1,1.5,1964,1971,"Yes","Excellent","Low",24.12,62.2,4,"No",1,"No"
9349500,2109,5473,3,3,2013,2024,"Yes","Excellent","Medium",16.97,45,5,"No",0,"No"
8489400,3110,8142,4,3.5,1993,NA,"No","Good","High",7.41,37.6,9,"No",2,"No"
8041300,1638,4802,4,4.5,1970,NA,"No","Poor","Medium",16.4,45.8,6,"Yes",3,"No"
288401200,3520,5865,5,4.5,2010,2018,"Yes","Good","Premium",2.99,12.7,10,"Yes",4,"No"
6819200,1467,3999,3,3,1932,NA,"No","Fair","Low",26.25,82.5,5,"No",2,"No"
4709800,1843,5154,3,1.5,1974,NA,"No","Fair","Medium",22.67,46.8,7,"Yes",4,"No"
13963300,2249,6345,5,4,1999,NA,"No","Fair","Medium",20.96,52.4,7,"No",2,"No"
23361000,2740,5709,3,2,2004,2024,"Yes","Good","High",8.08,45.2,9,"No",3,"No"
23057800,754,2000,2,2,1983,NA,"No","Good","Low",21.35,60.4,5,"No",1,"Yes"
6219300,2567,4484,4,3,2009,NA,"No","Fair","Medium",14.36,33,7,"No",1,"No"
7784000,1370,5329,2,3,2010,NA,"No","Good","Medium",17.78,52.5,8,"No",2,"No"
64534300,3087,5028,4,3.5,2000,NA,"No","Fair","Premium",1.3,21.8,8,"Yes",4,"No"
3838200,1763,4831,2,3,1978,NA,"No","Fair","Medium",21.71,48,7,"No",1,"No"
9508300,1279,3854,3,2.5,1998,NA,"No","Good","High",10.23,36.5,9,"No",1,"No"
387041000,3012,10598,6,4,2000,2005,"Yes","Excellent","High",9.23,32.7,8,"Yes",3,"No"
46555000,1991,2535,4,3.5,1932,1943,"Yes","Excellent","Low",15.5,92.1,7,"No",2,"No"
16645000,1977,5271,4,2.5,1992,2008,"Yes","Good","Medium",14.58,75.2,7,"No",2,"No"
14156300,2903,9797,5,3.5,1996,NA,"No","Good","High",9.87,34.3,8,"No",2,"No"
8425200,1210,2000,4,2.5,1977,NA,"No","Poor","Low",27.47,69.5,5,"No",2,"No"
11974200,1557,3368,4,3.5,2006,NA,"No","Good","High",7.24,20.5,8,"No",1,"No"
2348400,1335,3290,2,2.5,1969,NA,"No","Fair","Medium",19.08,60.5,7,"No",2,"No"
299759500,4349,13616,5,4.5,1999,NA,"No","Good","Premium",5.1,8.7,9,"Yes",2,"Yes"
3454200,1196,2127,2,2,1999,NA,"No","Fair","Medium",21.11,62,8,"No",0,"No"
10980800,850,2723,3,2.5,1989,NA,"No","Good","Low",29.45,84.7,5,"No",2,"No"
3038000,644,2381,3,3,2005,2024,"Yes","Good","Medium",24.38,65.9,5,"No",0,"No"
11065800,2537,4596,3,2,1986,NA,"No","Fair","High",7.36,33.2,7,"No",3,"No"
212928500,3255,4577,4,4,2019,2024,"Yes","Excellent","High",11.48,41.5,7,"Yes",3,"No"
166120200,3743,7598,5,4.5,1982,1988,"Yes","Excellent","High",8.4,17.1,9,"Yes",3,"No"
3065100,1009,2495,2,2.5,1998,2003,"Yes","Good","Medium",12.34,27.8,6,"No",0,"No"
85422300,3572,10854,6,4.5,2003,NA,"No","Fair","Premium",3,29.2,10,"Yes",4,"No"
12036000,1188,2582,2,2.5,1981,2008,"Yes","Excellent","Medium",8.59,60.2,8,"No",2,"No"
7365300,864,2000,2,2.5,1974,NA,"No","Fair","Low",27.44,100,8,"No",1,"No"
12993900,2061,6132,4,3,1976,2004,"Yes","Good","Medium",24.54,40.8,5,"Yes",3,"No"
5080400,1679,2868,4,3.5,1994,NA,"No","Good","Medium",14.41,24,6,"No",1,"No"
6767700,840,3686,2,1.5,1983,1997,"Yes","Excellent","Medium",13.75,48,6,"No",2,"No"
9540400,3136,4419,4,3,1993,NA,"No","Fair","High",8.41,43.2,7,"No",2,"No"
3394500,2020,4641,3,1.5,1971,NA,"No","Fair","Medium",15.82,51.1,7,"No",1,"No"
55480100,3287,7584,4,3.5,2009,NA,"No","Good","Premium",5.28,20.2,8,"Yes",2,"No"
15993900,3471,8815,5,3.5,1983,NA,"No","Fair","High",8.87,46.7,9,"No",1,"Yes"
25469000,2894,5592,4,3.5,2002,2012,"Yes","Good","High",7.88,30.4,7,"Yes",3,"No"
5538500,2292,6316,4,2.5,2006,2021,"Yes","Good","Medium",12.27,56,5,"No",0,"No"
6593800,1247,2000,2,1.5,1972,1995,"Yes","Excellent","Low",36.86,76.7,4,"No",0,"No"
145420500,3054,6456,4,4,2005,NA,"No","Good","Premium",5.42,3.8,10,"Yes",3,"No"
2440900,1438,4099,3,2.5,1977,NA,"No","Fair","Medium",12.57,58,8,"No",0,"No"
20605800,2332,4783,4,3,2003,2024,"Yes","Good","High",7.88,30.6,9,"No",0,"No"
39869600,1290,3639,4,3.5,1982,1988,"Yes","Good","Medium",23.54,44.6,6,"Yes",2,"No"
4809000,1722,3843,3,2.5,1982,NA,"No","Good","High",8.42,39.5,9,"No",2,"No"
3706400,2032,2000,4,2.5,1994,NA,"No","Fair","Medium",24.79,46.2,6,"No",1,"No"
211094800,2891,6415,5,4.5,2007,NA,"No","Good","Premium",5.36,7.1,9,"No",2,"No"
26232400,3191,8221,4,2,2005,NA,"No","Good","High",3.43,26.9,9,"Yes",2,"No"
6126200,1139,3821,1,1.5,1990,NA,"No","Good","Low",21.71,83.6,3,"No",0,"No"
13693200,2577,8980,3,3,2011,NA,"No","Good","Medium",18.08,34.5,7,"No",3,"No"
2677400,1702,4567,3,2,1975,NA,"No","Fair","Medium",22.33,53,7,"No",0,"No"
1883800,1965,2014,2,1.5,1977,NA,"No","Poor","Medium",19.02,53.2,7,"No",1,"No"
7008400,1487,4876,4,3,1980,NA,"No","Poor","High",11.46,39.1,8,"No",2,"No"
4860000,1973,4724,3,2,1964,NA,"No","Fair","Medium",14.18,52.4,7,"Yes",3,"No"
5852500,1816,5383,2,3,2004,2024,"Yes","Good","Medium",15.18,93.8,5,"No",1,"No"
5895000,1351,4379,4,2,1931,NA,"No","Poor","Low",32.71,57.2,6,"No",1,"No"
225205400,3605,3024,6,4,1989,2006,"Yes","Excellent","High",6.36,16,7,"No",2,"Yes"
16763900,2238,5734,4,2,2011,2017,"Yes","Excellent","Medium",8.48,40.6,8,"No",2,"No"
10197500,1884,3089,4,3.5,1996,2006,"Yes","Excellent","Medium",17.86,64.5,5,"No",2,"No"
56541600,2392,5216,3,2.5,2004,2021,"Yes","Good","High",9.45,23.5,8,"Yes",2,"No"
15384100,2982,8014,4,2.5,2016,2024,"Yes","Good","High",9.12,16.7,7,"No",3,"No"
6745400,1453,4010,2,1.5,1970,NA,"No","Fair","Low",18.63,82.2,6,"No",2,"No"
122647400,2865,6474,5,4,1989,2004,"Yes","Excellent","High",9.91,16.4,9,"Yes",3,"No"
9716400,1716,4910,2,2,1997,2006,"Yes","Excellent","Medium",14.04,42.5,7,"No",0,"No"
14836200,3054,8471,4,3.5,1986,NA,"No","Good","High",4.65,25.1,6,"Yes",3,"No"
8537400,1399,3123,2,3,1949,NA,"No","Fair","Low",29.35,52.3,6,"No",1,"No"
9103200,1255,2738,4,3.5,2007,NA,"No","Good","Medium",19.06,53.4,8,"No",1,"No"
8427400,1240,4364,2,2,1983,2007,"Yes","Good","Medium",20.39,52.5,6,"No",1,"No"
5979600,1703,2974,4,4,1968,NA,"No","Fair","Medium",8.53,47.5,9,"No",1,"No"
5506400,1884,6391,4,3.5,1979,NA,"No","Fair","Medium",19.78,43.5,5,"No",2,"No"
3288100,2169,8134,4,2,1961,NA,"No","Fair","Medium",24.08,61.1,7,"No",1,"No"
1795500,1139,3842,1,1,1962,NA,"No","Poor","Medium",11.34,38.6,8,"No",2,"No"
2692000,2701,8739,4,2,2011,NA,"No","Good","Medium",10.9,48.8,5,"No",1,"No"
36019200,2645,5090,3,2.5,2012,2024,"Yes","Excellent","Medium",10.06,61.4,5,"Yes",4,"No"
3992500,1306,2582,2,2,1978,NA,"No","Fair","Low",20.51,79.2,7,"No",0,"No"
5466000,831,2000,2,2,1981,NA,"No","Fair","Low",21.08,64.2,4,"No",1,"No"
21237600,2908,6554,3,4,2019,NA,"No","Fair","High",4.73,35.5,9,"No",2,"No"
8978500,1792,3168,4,3,1994,2015,"Yes","Good","Medium",18.91,50.1,5,"No",2,"No"
48491800,2899,10629,3,1.5,1999,2016,"Yes","Excellent","Premium",2.87,23.1,8,"Yes",3,"No"
65431400,2525,4764,5,4.5,2022,2024,"Yes","Excellent","Premium",2.93,17.3,9,"Yes",4,"No"
19848400,3178,6263,5,4,2008,NA,"No","Good","High",4.74,33.1,8,"No",1,"No"
6999900,1808,3083,4,2,1958,NA,"No","Fair","Low",16.16,91.7,4,"No",2,"No"
13466300,2257,5254,5,4.5,1985,NA,"No","Fair","High",4.55,21.7,7,"Yes",4,"No"
42206900,1958,5352,2,2.5,2014,NA,"No","Fair","Premium",2.66,22.9,8,"Yes",3,"No"
4908900,2032,6339,5,3.5,1973,NA,"No","Fair","Medium",16,54.9,5,"No",2,"No"
19537200,913,2000,3,3,1989,NA,"No","Good","Low",23.06,60.1,7,"No",1,"No"
20596000,2591,7146,3,2.5,2004,NA,"No","Good","High",9.18,35.1,9,"No",3,"No"
20604600,1553,5220,4,3,1999,NA,"No","Good","Low",22.03,82.1,6,"No",2,"No"
3503700,1606,4671,4,2.5,1992,NA,"No","Fair","Medium",23.41,60.2,8,"No",0,"No"
6247000,1648,3372,2,1.5,1993,NA,"No","Good","High",9.43,32.9,9,"No",1,"No"
2623900,862,2000,1,1,1980,NA,"No","Fair","Low",28.37,91.1,2,"No",1,"No"
4023500,1417,2614,3,2.5,1953,NA,"No","Poor","Low",28.8,78.2,3,"No",2,"No"
14365400,2623,8777,4,3,2006,NA,"No","Fair","High",10.75,22.7,7,"No",3,"No"
2588600,1537,3105,4,3,1974,NA,"No","Poor","Medium",24.44,46.4,7,"No",0,"No"
11330900,2706,7422,4,3,1981,NA,"No","Fair","Medium",21.86,64.6,7,"Yes",3,"No"
4051500,2855,7235,3,3,1981,NA,"No","Fair","Medium",11.43,49.4,8,"No",1,"No"
5073000,869,2800,1,2,1930,NA,"No","Poor","Low",22.54,79.1,6,"No",2,"No"
3590400,1387,2711,2,2.5,1966,NA,"No","Fair","Medium",14.93,26.6,8,"No",1,"No"
28254600,1294,2603,4,4,1997,2018,"Yes","Excellent","Low",29.5,61.1,4,"No",2,"No"
40845200,2919,5921,3,2.5,2001,2010,"Yes","Good","High",7.56,26.7,7,"Yes",3,"No"
2863200,996,2000,3,2.5,1960,NA,"No","Poor","Low",19.53,84.2,4,"No",2,"No"
11609600,1928,4773,3,2,1970,NA,"No","Poor","Medium",11.62,36.1,6,"Yes",2,"Yes"
147469700,2556,6462,5,4.5,2021,2024,"Yes","Excellent","High",7.24,27.5,7,"Yes",3,"No"
4679500,1708,4181,2,2,1976,1989,"Yes","Good","Medium",9.59,76.7,6,"No",2,"No"
2367200,1945,4286,2,1.5,1989,NA,"No","Fair","High",4.85,32.7,9,"No",0,"No"
4282300,1007,2025,1,1.5,1979,NA,"No","Fair","Low",26.64,80.5,5,"No",1,"No"
6410400,1780,5178,4,4,1963,NA,"No","Poor","Medium",21.02,55.6,7,"No",2,"No"
2813800,1990,6418,2,2.5,1975,NA,"No","Poor","Medium",13.71,56.8,7,"Yes",2,"No"
13168800,1263,4236,2,3,1989,NA,"No","Good","Low",35.2,82.7,5,"No",2,"No"
4522300,1505,2955,2,1.5,1984,NA,"No","Fair","Low",36.38,81,6,"No",1,"No"
6062100,2355,6025,5,5,1994,NA,"No","Good","Medium",18.81,47.4,6,"No",0,"No"
7373600,1315,3554,3,2,2007,2024,"Yes","Excellent","Medium",24.72,63.7,5,"No",0,"No"
31465000,2511,3857,3,2.5,1999,NA,"No","Good","Premium",3.13,18.3,10,"Yes",3,"No"
5105200,618,2000,3,2.5,1954,NA,"No","Fair","Low",18.5,85.2,5,"No",2,"No"
106378200,2091,4295,4,4,2001,2013,"Yes","Excellent","High",5.32,12.8,9,"Yes",4,"No"
4104300,1828,3886,3,2,1990,NA,"No","Fair","Low",22.06,76.2,2,"No",0,"No"
7421400,2430,5385,5,3,2014,NA,"No","Good","Medium",8.3,42.7,7,"No",1,"No"
3616700,1674,4630,3,2,2003,NA,"No","Good","Medium",9,61.5,5,"No",1,"No"
87650300,2275,3567,5,4.5,1994,2013,"Yes","Excellent","High",10.73,31.5,7,"Yes",3,"No"
7000200,2251,5482,3,3,2009,NA,"No","Good","Medium",16.18,85.4,6,"No",2,"No"
25592600,2800,7229,3,2.5,1983,NA,"No","Good","High",11.63,16.4,8,"Yes",4,"No"
3129200,1451,3127,2,2.5,1965,NA,"No","Poor","Medium",15.21,40.6,6,"No",1,"No"
27134900,3213,8818,5,3,1989,NA,"No","Fair","High",8.46,23.7,9,"Yes",2,"No"
96707100,3325,7144,4,3,2021,2024,"Yes","Excellent","High",6.54,22.7,7,"Yes",4,"No"
2832500,1650,5596,2,2,1956,NA,"No","Fair","Low",33.94,88.3,3,"No",0,"No"
4859900,1867,3504,4,3,1959,NA,"No","Poor","Low",32.43,75.1,1,"No",0,"No"
75427900,3855,8384,5,4.5,1998,NA,"No","Good","High",8.68,30.2,8,"Yes",3,"No"
73377100,3048,6712,6,3.5,1989,2016,"Yes","Good","High",8.59,32.5,8,"No",2,"No"
6383700,2195,5568,5,4,1963,NA,"No","Fair","Medium",11.83,71.6,8,"No",1,"No"
2019700,1980,7084,2,1.5,1968,NA,"No","Fair","Medium",15.03,45,5,"No",1,"No"
11286000,1938,5807,3,2,2012,2024,"Yes","Good","Medium",12.66,57.4,7,"No",2,"No"
6593700,834,2319,2,2.5,1969,NA,"No","Fair","Low",36.92,80.5,5,"No",2,"No"
23030900,3926,11085,4,2.5,2019,2024,"Yes","Excellent","High",6.64,29.5,8,"Yes",2,"No"
43226000,2520,6474,4,2,2007,NA,"No","Good","High",11.67,32.4,8,"Yes",4,"No"
9933700,2535,5770,3,2.5,1980,NA,"No","Fair","High",10.39,27.3,8,"No",1,"No"
2752300,1545,5025,4,2.5,1974,NA,"No","Fair","Medium",17.35,40.3,4,"No",1,"No"
6799500,960,2224,2,2,1983,NA,"No","Good","Low",20.77,46.5,6,"No",1,"No"
50136700,2757,6638,3,2.5,2010,2024,"Yes","Excellent","High",11.91,33.5,7,"Yes",3,"No"
14996500,1866,6397,3,3.5,2012,2019,"Yes","Excellent","Medium",16.87,53.5,7,"No",1,"No"
44328400,3413,7747,5,4,1984,NA,"No","Good","High",8.17,24.4,9,"Yes",3,"No"
13118300,1752,4006,3,2.5,1999,2015,"Yes","Excellent","Medium",17.72,46.7,8,"No",2,"No"
4500900,1323,4430,3,2.5,2005,2013,"Yes","Good","Medium",12.06,57.9,7,"No",0,"No"
8364900,1113,2448,3,3,1973,NA,"No","Poor","Low",17.78,82.9,5,"No",2,"No"
2358700,987,3427,1,1,1952,NA,"No","Fair","Low",16.03,72.5,7,"No",1,"No"
3162000,2059,4539,4,2.5,1993,NA,"No","Fair","Medium",13.64,43.9,7,"No",0,"No"
5934800,1511,4263,3,2.5,1983,NA,"No","Fair","Medium",11.55,68.6,9,"No",1,"No"
427748700,4185,5731,6,5,1997,2008,"Yes","Good","Premium",2.78,16.9,9,"Yes",4,"No"
57852000,3591,6206,4,2.5,2014,2020,"Yes","Good","Premium",4.37,12.3,8,"Yes",3,"No"
3007400,1482,3900,3,3,1978,NA,"No","Fair","Medium",15.81,48.8,6,"No",2,"No"
13094900,1739,3967,3,3,2001,2023,"Yes","Excellent","Medium",11.25,54.6,9,"No",0,"No"
2052100,1917,3899,2,2.5,1945,NA,"No","Poor","Low",15.69,78.3,6,"No",0,"No"
5903100,1202,4415,2,2,1932,NA,"No","Poor","Low",38.64,62.1,4,"Yes",2,"No"
2052800,1559,6122,4,3.5,1967,NA,"No","Poor","Medium",16.53,51.5,6,"No",0,"No"
3565500,1357,3281,3,3,1978,NA,"No","Poor","Medium",21.8,55.1,5,"No",1,"No"
6023300,1506,2590,4,2.5,1967,NA,"No","Poor","Medium",11.68,41.1,8,"Yes",4,"No"
5258200,1617,2000,3,3.5,1975,NA,"No","Fair","Low",21.57,79.1,3,"No",0,"No"
4550500,1690,2000,4,4,1983,NA,"No","Good","Medium",16.13,63.3,6,"No",0,"No"
8806500,2237,5355,5,5,1991,NA,"No","Fair","Medium",16.5,55.4,8,"No",0,"No"
7900400,600,2000,3,2,1981,2007,"Yes","Good","Medium",14.34,55.8,8,"No",2,"No"
65739500,1683,4675,4,3.5,1993,NA,"No","Good","Low",21.95,77.5,7,"Yes",3,"No"
21071300,2055,5300,5,3.5,2003,2008,"Yes","Excellent","Medium",20.93,46.5,9,"No",1,"No"
5312900,1398,2353,3,3.5,1930,NA,"No","Poor","Low",27.07,100,4,"No",0,"No"
19042700,3553,8128,4,2,1997,NA,"No","Good","High",9.11,29.6,7,"Yes",4,"No"
6631400,600,2000,3,2.5,1981,NA,"No","Fair","Low",34,67.8,5,"No",2,"No"
6863700,774,2000,1,1,1963,1970,"Yes","Excellent","Medium",8.13,52,6,"Yes",3,"No"
21381300,2185,5535,5,5,1982,NA,"No","Fair","High",7.28,27.5,9,"Yes",4,"No"
4526300,1803,4194,3,2.5,2014,NA,"No","Good","Medium",11.43,46.8,6,"No",0,"No"
3382500,1391,5460,3,3.5,1992,NA,"No","Good","Medium",10.91,38.3,6,"No",0,"No"
19259700,3079,9174,5,4,1997,NA,"No","Good","High",5.21,45.3,8,"No",1,"No"
85445400,1068,2930,2,3,1991,2018,"Yes","Excellent","Low",15.07,90.3,6,"Yes",3,"No"
23970600,1719,3409,4,4,1989,NA,"No","Good","Low",33.13,94.8,5,"No",2,"No"
11467800,1572,2053,3,3,1951,NA,"No","Poor","Low",39.07,63.4,6,"No",1,"No"
4657200,1912,2000,2,3,2008,2024,"Yes","Good","Medium",12.88,33.7,8,"No",0,"No"
28986200,2585,6047,3,3,1991,NA,"No","Good","High",6.11,18.1,9,"Yes",3,"No"
9608100,1184,2142,3,2.5,1964,1982,"Yes","Excellent","Medium",22.73,45.5,6,"No",2,"No"
3431400,2275,5115,3,2.5,1994,NA,"No","Fair","Medium",14.99,50,6,"No",0,"No"
3204800,1972,7754,2,1.5,1931,NA,"No","Fair","Low",19.88,84.8,6,"No",0,"No"
93694800,2296,4904,5,4,2018,2024,"Yes","Good","High",6.43,38.8,9,"Yes",2,"No"
5763400,1031,2697,1,2,1983,NA,"No","Fair","Medium",19.98,56.2,6,"Yes",3,"No"
4176700,1386,4341,4,2.5,1996,NA,"No","Good","Medium",19.28,58.7,6,"No",1,"No"
6634700,1474,5087,4,3.5,1954,NA,"No","Poor","Low",34.98,57,5,"No",0,"No"
7713600,1182,3157,1,1,1985,NA,"No","Good","Low",22.68,70.1,4,"No",2,"No"
12984000,2257,4580,4,3.5,1984,2013,"Yes","Excellent","Medium",22,49.9,6,"No",0,"No"
6903200,967,2642,1,2.5,1995,NA,"No","Fair","Low",25.17,78.3,6,"No",2,"No"
3409300,989,2647,1,1,1948,NA,"No","Fair","Low",31.54,80.6,4,"No",1,"No"
2220400,1329,2333,2,2,2008,NA,"No","Good","Medium",14.39,64.4,5,"No",1,"No"
15377000,2476,4832,4,4,2006,2024,"Yes","Good","High",4.46,42.6,8,"No",1,"No"
4689500,2463,9133,4,3,1997,NA,"No","Fair","High",5.62,31.1,7,"No",1,"No"
4595500,1104,3504,1,1.5,2014,2024,"Yes","Excellent","Medium",19.21,50.7,6,"No",0,"No"
24193800,1694,3702,4,3.5,1995,NA,"No","Fair","High",10.9,20.1,8,"Yes",3,"No"
14264200,1438,5727,4,4,1963,NA,"No","Poor","Low",37.93,87.6,5,"No",0,"No"
4459800,1185,2979,2,2,2002,NA,"No","Good","Medium",17.25,41.1,8,"No",1,"No"
3990700,1931,4905,2,2.5,1977,NA,"No","Poor","Medium",22.35,41.9,7,"Yes",2,"No"
6111000,889,2000,2,2,1993,NA,"No","Fair","Low",17.78,82.4,4,"No",0,"No"
60989200,2905,7684,5,4.5,2012,2024,"Yes","Good","Premium",5.04,13,8,"Yes",3,"No"
1440900,1639,5866,2,2,1976,NA,"No","Poor","Medium",18.02,56.1,6,"No",2,"No"
4160600,1825,3741,2,2,1986,NA,"No","Fair","Medium",24.74,41.3,7,"No",2,"No"
51885500,3467,8248,6,5.5,1991,2004,"Yes","Excellent","High",10.27,28.3,8,"Yes",3,"No"
20475700,2415,4853,5,4,2008,NA,"No","Fair","High",10.61,32.5,8,"No",2,"No"
6005400,2472,7579,5,3.5,1981,NA,"No","Fair","Medium",24.87,50.4,6,"No",1,"No"
1379200,600,2000,1,1.5,1974,NA,"No","Fair","Medium",14.87,33,7,"No",1,"No"
7127300,1140,2091,3,3,1934,NA,"No","Poor","Low",31.78,80.3,6,"No",2,"No"
9552100,1782,5169,2,1.5,1963,NA,"No","Fair","Medium",14.07,48.8,8,"Yes",3,"No"
3999800,2431,5705,5,3.5,1982,NA,"No","Fair","Medium",19.47,62.7,5,"No",0,"No"
10831200,2017,4311,3,2.5,1983,NA,"No","Good","Medium",14.41,65.4,8,"Yes",3,"No"
7240200,1628,2270,3,3,2008,NA,"No","Fair","Medium",15.83,24.6,9,"No",2,"No"
3453100,1799,4305,3,2,1935,NA,"No","Poor","Low",28.05,94.8,4,"No",0,"No"
50938000,2881,5569,3,2,2011,NA,"No","Fair","Premium",2.12,19.4,10,"Yes",3,"No"
159244400,3588,10246,4,3,2014,2021,"Yes","Excellent","Premium",5.6,12,9,"Yes",4,"No"
5974000,1826,2998,2,1.5,1962,NA,"No","Fair","Medium",19.13,57.1,8,"Yes",2,"No"
4430100,1909,3471,2,2.5,2005,NA,"No","Fair","High",3.35,36.2,8,"No",1,"No"
5350300,2033,3608,3,2,2001,NA,"No","Good","High",8.94,27.3,9,"No",0,"No"
13253300,3009,5468,4,3.5,1999,NA,"No","Good","High",8.63,22.2,7,"Yes",3,"No"
10989400,2782,8758,4,3,1988,NA,"No","Fair","High",5.22,32.7,8,"Yes",3,"No"
7609500,1626,2000,4,3.5,1980,NA,"No","Fair","Low",26.64,95.9,4,"No",2,"No"
7750300,1119,4056,3,1.5,1953,NA,"No","Poor","Low",38.42,60.8,4,"No",2,"No"
34045900,2053,4982,4,4,2021,2024,"Yes","Excellent","High",9.05,37.6,6,"Yes",2,"No"
10732400,1527,5883,3,3,2000,NA,"No","Fair","Low",21.99,55.5,4,"No",0,"No"
51556200,2599,7890,4,3,1982,NA,"No","Good","High",11.37,30.2,8,"Yes",3,"No"
451533600,3539,10238,4,4,1998,2006,"Yes","Excellent","Premium",5.06,14.2,10,"Yes",3,"No"
4091300,2151,2619,4,3,1971,NA,"No","Fair","Medium",13.95,39,6,"No",0,"No"
1861412900,4233,18242,6,5,2007,2012,"Yes","Good","Premium",1.6,24.6,8,"Yes",3,"No"
12095400,1300,3249,4,3,1985,NA,"No","Good","Low",22.48,73.7,6,"No",1,"No"
167528400,3077,8963,5,3.5,2012,2018,"Yes","Good","High",8.87,40.4,10,"Yes",3,"No"
16962600,2718,3686,5,2.5,2003,2017,"Yes","Excellent","Premium",1.65,14.7,9,"No",2,"Yes"
12736800,1803,6011,4,3,2011,NA,"No","Good","Medium",22.33,59.5,7,"No",2,"No"
14097500,2638,3416,3,2.5,1992,NA,"No","Good","High",9.23,4.3,8,"Yes",3,"No"
4729800,1530,2911,4,2.5,1980,NA,"No","Fair","Low",24.65,98.3,4,"No",0,"No"
4118600,600,2080,3,1.5,1964,NA,"No","Fair","Low",37.05,95.4,3,"No",1,"No"
25529600,3288,10502,4,2.5,2013,2021,"Yes","Good","High",3,11.9,7,"No",2,"No"
27719600,1748,4916,4,2.5,1993,NA,"No","Good","High",7.27,21.3,10,"Yes",3,"No"
17038000,1854,5392,3,3,2019,2024,"Yes","Excellent","High",8.48,35.8,9,"No",0,"No"
2560300,750,2514,2,1.5,1999,NA,"No","Good","Medium",14.17,52.5,7,"No",1,"No"
22855100,2531,10423,3,2,2017,NA,"No","Good","High",5.56,37.6,9,"Yes",3,"No"
8503300,2011,2911,5,3.5,1992,NA,"No","Fair","Low",16.43,73.3,3,"No",2,"No"
32998300,2412,8481,3,2.5,2002,2019,"Yes","Excellent","High",6.16,29.1,7,"No",2,"No"
18501400,2231,5963,4,3,2002,NA,"No","Good","Premium",1.39,6.9,10,"Yes",3,"No"
4230100,1106,3614,2,2.5,1983,NA,"No","Fair","Low",22.41,75.1,6,"No",0,"No"
10234500,1270,3079,3,3.5,1994,2014,"Yes","Good","Medium",23.06,45.6,7,"No",0,"No"
8587800,2349,5666,3,3.5,2013,2020,"Yes","Excellent","Medium",14.1,54.3,8,"No",0,"No"
8237000,1201,2000,4,2.5,1982,NA,"No","Fair","Low",18.61,93,5,"No",1,"No"
13469500,1282,2645,3,2,1982,NA,"No","Good","Low",34.26,84.6,5,"No",2,"No"
1635900,1206,3291,2,1.5,1941,NA,"No","Poor","Low",17.43,88.3,4,"No",0,"No"
8142800,1727,5122,4,3,1993,NA,"No","Good","Medium",17.57,35.6,6,"No",2,"No"
11201800,1486,3122,3,3.5,1952,NA,"No","Poor","Low",21.68,76.1,6,"No",2,"No"
10169500,2045,4004,3,3,1985,NA,"No","Fair","High",5.14,24.1,8,"No",2,"No"
8463700,1587,2823,4,3.5,2009,2021,"Yes","Good","High",7.76,42.3,9,"No",0,"No"
24847000,2642,4588,5,4,2008,NA,"No","Fair","High",4.03,38.7,7,"Yes",4,"No"
66053600,2089,5438,5,4.5,2003,2019,"Yes","Good","Medium",14.98,64.7,7,"Yes",4,"No"
14828000,1201,2842,3,2.5,1947,NA,"No","Fair","Low",32.71,35.2,5,"No",0,"No"
3451900,950,3037,2,2.5,1964,NA,"No","Fair","Low",17.22,50.8,4,"No",0,"No"
10682400,1250,3567,2,2,1944,NA,"No","Fair","Low",29.1,86.6,7,"No",2,"No"
11211400,2176,4767,5,4,1964,1976,"Yes","Excellent","Medium",10.16,31.5,7,"No",0,"No"
17570400,2818,6762,3,2.5,1999,2014,"Yes","Excellent","Medium",9.95,44.6,7,"Yes",2,"No"
